6720483E21Rik_1	657Neurospheres_parasympathetic_neuron_derived.minus	67Cerebellum_embryo_E14.minus	589Mouse_Aortic_Smooth_Muscle_cells_differentiated.minus	783ST2_Mesenchymal_stem_cells_cells_medium_change_without_induction_00hr.minus	621Mouse_Neurons_raphe.minus	625Mouse_Neurons_substantia_nigra.minus	63Cerebellum_embryo_E12.minus	899Tracheal_epithelial_cells_differentiation_to_ciliated_epithelial_cells_020hr.minus	149ES_46C_embryonic_stem_cells_neuronal_differentiation_day04.minus	893Tracheal_epithelial_cells_differentiation_to_ciliated_epithelial_cells_008hr.minus	897Tracheal_epithelial_cells_differentiation_to_ciliated_epithelial_cells_016hr.minus	153ES_Ert2_embryonic_stem_cells_untreated_control_48hr.minus	61Cerebellum_embryo_E11.minus	151ES_Ert2_embryonic_stem_cells_tamoxifen_treated_48hr.minus	631Mouse_Schwann.minus	903Tracheal_epithelial_cells_differentiation_to_ciliated_epithelial_cells_030hr.minus	581Medulla_oblongata_adult.minus	659Neurospheres_sympathetic_neuron_derived.minus	799Spinal_cord_adult.minus	909Tracheal_epithelial_cells_differentiation_to_ciliated_epithelial_cells_048hr.minus
Gm28287_1	270Hepatocytes_sham_operation.plus	58Cerebellar_granule_cells_embryo_E18.plus	262Hepatocytes_partial_hepatectomy_02hr.plus	70Cerebellum_embryo_E15.plus	512Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_120hr.plus	776ST2_Mesenchymal_stem_cells_cells_differentiation_to_osteocytes_day03.plus	64Cerebellum_embryo_E12.plus	76Cerebellum_embryo_E18.plus	84Cerebellum_neonate_N09.plus	328J2E_erythroblastic_leukemia_response_to_erythropoietin_02hr30min.plus	352Kidney_embryo_E18.plus	384Liver_neonate_N06.plus	624Mouse_Neurons_striatal.plus	674Pancreas_adult.plus	742ST2_Mesenchymal_stem_cells_cells_differentiation_to_adipocytes_36hr.plus	758ST2_Mesenchymal_stem_cells_cells_differentiation_to_osteocytes_01hr.plus	774ST2_Mesenchymal_stem_cells_cells_differentiation_to_osteocytes_day02.plus	806Spleen_embryo_E18.plus	14Adrenal_gland_neonate_N00.plus	28Bone_os_femoris_neonate_N16.plus
Gm28836_1	129EBF_KO_HPCs_induced_to_T_cell_day04.minus	127EBF_KO_HPCs_induced_to_T_cell_day03.minus	45CD4CD25_regulatory_T_cells.minus	125EBF_KO_HPCs_induced_to_T_cell_day02.minus	133EBF_KO_HPCs_induced_to_T_cell_day06.minus	37CD41_megakaryocyte_control.minus	131EBF_KO_HPCs_induced_to_T_cell_day05.minus	643Natural_helper_cells_IL2_treated_day15.minus	799Spinal_cord_adult.minus	977Vesicular_gland_adult.minus	647Natural_helper_cells_IL33_treated_day02.minus	49CD4CD25_regulatory_T_cells_antiCD3_CD28_stimulation_06hr.minus	583Medulla_oblongata_neonate_N30.minus	625Mouse_Neurons_substantia_nigra.minus	1Accessory_axillary_lymph_node_adult.minus	39CD4CD25_CD44_naive_conventional_T_cells.minus	97Cortex_adult.minus	159ES_OS25_embryonic_stem_cells_KD_for_exosomal_component_EXOSC5.minus	581Medulla_oblongata_adult.minus	671Oviduct_adult_pregnant_day01.minus
Gm29414_1	837Testis_adult.minus	857Testis_neonate_N30.minus	87Clontech_Mouse_Universal_Reference_Total_RNA.minus	855Testis_neonate_N20.minus	721SABiosciences_XpressRef_Mouse_Universal_Total_RNA.minus	967Universal_RNA_Mouse_Normal_Tissues_Biochain.minus	469Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_024hr.minus	41CD4CD25_CD44_naive_conventional_T_cells_PMA_and_ionomycin_stimulation_02hr.minus	69Cerebellum_embryo_E15.minus	157ES_OS25_embryonic_stem_cells_KD_for_exosomal_component_EXOSC3.minus	163ES_OS25_embryonic_stem_cells_flavopiridol_treatment_01hr.minus	845Testis_embryo_E17.minus	895Tracheal_epithelial_cells_differentiation_to_ciliated_epithelial_cells_012hr.minus	19Aorta_adult.minus	39CD4CD25_CD44_naive_conventional_T_cells.minus	43CD4CD25_CD44_naive_conventional_T_cells_antiCD3_CD28_stimulation_06hr.minus	61Cerebellum_embryo_E11.minus	67Cerebellum_embryo_E14.minus	73Cerebellum_embryo_E17.minus	75Cerebellum_embryo_E18.minus
Gm5524_1	640Mouse_hepatocyte.plus	266Hepatocytes_partial_hepatectomy_48hr.plus	392Liver_neonate_N25.plus	270Hepatocytes_sham_operation.plus	390Liver_neonate_N20.plus	264Hepatocytes_partial_hepatectomy_30hr.plus	968Universal_RNA_Mouse_Normal_Tissues_Biochain.plus	262Hepatocytes_partial_hepatectomy_02hr.plus	364Liver_adult_pregnant_day01.plus	362Kidney_neonate_N30.plus	722SABiosciences_XpressRef_Mouse_Universal_Total_RNA.plus	388Liver_neonate_N10.plus	268Hepatocytes_partial_hepatectomy_week01.plus	394Liver_neonate_N30.plus	358Kidney_neonate_N20.plus	360Kidney_neonate_N25.plus	386Liver_neonate_N07.plus	356Kidney_neonate_N10.plus	638Mouse_hepatic_Stellate_Cells_lipocyte_.plus	382Liver_neonate_N03.plus
Gm37233_1	533Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_without_Mtb_024hr.minus	615Mouse_Neurons_cortical.minus	467Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_012hr.minus	497Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_006hr.minus	439Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_024hr.minus	67Cerebellum_embryo_E14.minus	531Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_without_Mtb_012hr.minus	529Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_without_Mtb_006hr.minus	469Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_024hr.minus	499Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_012hr.minus	471Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_028hr.minus	505Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_036hr.minus	575Macrophage_bone_marrow_derived.minus	441Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_028hr.minus	885Thymus_neonate_N30.minus	65Cerebellum_embryo_E13.minus	495Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_004hr.minus	563Macrophage_TB_infection_stimulated_BMDMIL_4_aaMph_without_Mtb_024hr.minus	883Thymus_neonate_N25.minus	501Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_024hr.minus
Gm28417_1	469Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_024hr.minus	465Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_006hr.minus	471Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_028hr.minus	497Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_006hr.minus	463Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_004hr.minus	467Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_012hr.minus	439Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_024hr.minus	441Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_028hr.minus	499Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_012hr.minus	495Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_004hr.minus	437Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_012hr.minus	473Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_036hr.minus	505Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_036hr.minus	529Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_without_Mtb_006hr.minus	503Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_028hr.minus	531Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_without_Mtb_012hr.minus	443Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_036hr.minus	435Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_006hr.minus	559Macrophage_TB_infection_stimulated_BMDMIL_4_aaMph_without_Mtb_006hr.minus	501Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_024hr.minus
4930568A12Rik_1	837Testis_adult.minus	87Clontech_Mouse_Universal_Reference_Total_RNA.minus	857Testis_neonate_N30.minus	855Testis_neonate_N20.minus	439Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_024hr.minus	575Macrophage_bone_marrow_derived.minus	463Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_004hr.minus	469Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_024hr.minus	459Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_with_Mtb_120hr_096h_after_stimulation_.minus	465Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_006hr.minus	519Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_with_Mtb_072hr_048h_after_stimulation_.minus	531Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_without_Mtb_012hr.minus	457Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_with_Mtb_072hr_048h_after_stimulation_.minus	441Macrophage_TB_infection_non_stimulated_BMDM_without_Mtb_028hr.minus	471Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_028hr.minus	467Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_012hr.minus	461Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_without_Mtb_002hr.minus	495Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_004hr.minus	497Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_without_Mtb_006hr.minus	533Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_without_Mtb_024hr.minus
Gm33222_1	855Testis_neonate_N20.minus	151ES_Ert2_embryonic_stem_cells_tamoxifen_treated_48hr.minus	153ES_Ert2_embryonic_stem_cells_untreated_control_48hr.minus	87Clontech_Mouse_Universal_Reference_Total_RNA.minus	837Testis_adult.minus	857Testis_neonate_N30.minus	143ES_46C_embryonic_stem_cells_neuronal_differentiation_day01.minus	145ES_46C_embryonic_stem_cells_neuronal_differentiation_day02.minus	845Testis_embryo_E17.minus	843Testis_embryo_E16.minus	141ES_46C_embryonic_stem_cells_neuronal_differentiation_day00.minus	157ES_OS25_embryonic_stem_cells_KD_for_exosomal_component_EXOSC3.minus	159ES_OS25_embryonic_stem_cells_KD_for_exosomal_component_EXOSC5.minus	847Testis_embryo_E18.minus	937Trophoblast_stem_cell_line_B1_differentiation_day06.minus	951Trophoblast_stem_cell_line_R1AB_differentiation_day06.minus	155ES_OS25_embryonic_stem_cells_DMSO_control.minus	721SABiosciences_XpressRef_Mouse_Universal_Total_RNA.minus	849Testis_neonate_N00.minus	853Testis_neonate_N10.minus
Gm33280_1	810Spleen_neonate_N20.plus	36CD41_megakaryocyte_cancer.plus	808Spleen_neonate_N10.plus	802Spleen_adult.plus	812Spleen_neonate_N25.plus	176Epididymis_and_seminiferous_tubule_neonate_N30.plus	342J2E_erythroblastic_leukemia_response_to_erythropoietin_48hr.plus	806Spleen_embryo_E18.plus	324J2E_erythroblastic_leukemia_response_to_erythropoietin_01hr40min.plus	330J2E_erythroblastic_leukemia_response_to_erythropoietin_03hr00min.plus	336J2E_erythroblastic_leukemia_response_to_erythropoietin_06hr.plus	328J2E_erythroblastic_leukemia_response_to_erythropoietin_02hr30min.plus	338J2E_erythroblastic_leukemia_response_to_erythropoietin_12hr.plus	28Bone_os_femoris_neonate_N16.plus	334J2E_erythroblastic_leukemia_response_to_erythropoietin_04hr.plus	382Liver_neonate_N03.plus	38CD41_megakaryocyte_control.plus	316J2E_erythroblastic_leukemia_response_to_erythropoietin_00hr30min.plus	332J2E_erythroblastic_leukemia_response_to_erythropoietin_03hr30min.plus	24Bone_os_femoris_adult.plus
4930403P22Rik_1	88Clontech_Mouse_Universal_Reference_Total_RNA.plus	838Testis_adult.plus	858Testis_neonate_N30.plus	694Pancreas_neonate_N25.plus	674Pancreas_adult.plus	68Cerebellum_embryo_E14.plus	696Pancreas_neonate_N30.plus	62Cerebellum_embryo_E11.plus	624Mouse_Neurons_striatal.plus	64Cerebellum_embryo_E12.plus	70Cerebellum_embryo_E15.plus	66Cerebellum_embryo_E13.plus	78Cerebellum_neonate_N00.plus	620Mouse_Neurons_hippocampal.plus	72Cerebellum_embryo_E16.plus	608Mouse_Granule_cells.plus	74Cerebellum_embryo_E17.plus	616Mouse_Neurons_cortical.plus	968Universal_RNA_Mouse_Normal_Tissues_Biochain.plus	140ES_46C_derived_epistem_cells_neuronal_differentiation_day14.plus
Gm15832_1	553Macrophage_TB_infection_stimulated_BMDMIL_4_aaMph_with_Mtb_120hr_096h_after_stimulation_.minus	551Macrophage_TB_infection_stimulated_BMDMIL_4_aaMph_with_Mtb_072hr_048h_after_stimulation_.minus	521Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_with_Mtb_120hr_096h_after_stimulation_.minus	519Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_with_Mtb_072hr_048h_after_stimulation_.minus	547Macrophage_TB_infection_stimulated_BMDMIL_4_aaMph_with_Mtb_036hr_012h_after_stimulation_.minus	549Macrophage_TB_infection_stimulated_BMDMIL_4_aaMph_with_Mtb_048hr_024h_after_stimulation_.minus	491Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_with_Mtb_120hr_096h_after_stimulation_.minus	457Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_with_Mtb_072hr_048h_after_stimulation_.minus	523Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_with_Mtb_120hr_096h_after_stimulaton_.minus	545Macrophage_TB_infection_stimulated_BMDMIL_4_aaMph_with_Mtb_028hr_004h_after_stimulation_.minus	489Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_with_Mtb_072hr_048h_after_stimulation_.minus	517Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_with_Mtb_048hr_024h_after_stimulation_.minus	455Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_with_Mtb_048hr_024h_after_stimulation_.minus	515Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_with_Mtb_036hr_012h_after_stimulation_.minus	423Macrophage_TB_infection_non_stimulated_BMDM_with_Mtb_028hr_004h_after_stimulation_.minus	513Macrophage_TB_infection_stimulated_BMDMIL_4IL_13_aaMph_with_Mtb_028hr_004h_after_stimulation_.minus	459Macrophage_TB_infection_stimulated_BMDMIFNg_caMph_with_Mtb_120hr_096h_after_stimulation_.minus	427Macrophage_TB_infection_non_stimulated_BMDM_with_Mtb_048hr_024h_after_stimulation_.minus	481Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_with_Mtb_028hr_004h_after_stimulation_.minus	483Macrophage_TB_infection_stimulated_BMDMIL_13_aaMph_with_Mtb_028hr_004h_after_stimulaton_.minus
